dag_id,instanz,im_code,laeuft,schedule,takt_s,laeufe_30d,median_dauer_s,signale,beleg
process_sparql_query_hourly,airflow-search,1,1,"'@hourly'",3600.0,702,7016.3,,search/dags/process_sparql_query.py:106
process_sparql_query_init,,1,0,"'@once'",,0,,,search/dags/process_sparql_query.py:30
process_sparql_query_v1_alter,,1,0,"'@once'",,0,,,search/dags/process_sparql_query.py:80
process_sparql_query_v2_alter,,1,0,"'@once'",,0,,,search/dags/process_sparql_query.py:93
process_user_agents_info_hourly,airflow-dev,1,1,"'@hourly'",3600.0,19,358.2,max_active_runs,main/dags/user_agents/process_user_agents_info_hourly_dag.py:36
process_user_agents_info_hourly,airflow-main,1,1,"'@hourly'",3600.0,827,383.5,max_active_runs,main/dags/user_agents/process_user_agents_info_hourly_dag.py:36
projectview_geo,airflow-main,1,1,"'@hourly'",3600.0,710,8032.9,,main/dags/projectview/projectview_geo_dag.py:45
projectview_hourly,airflow-main,1,1,"'@hourly'",3600.0,707,7896.6,,main/dags/projectview/projectview_hourly_dag.py:60
prometheus_metrics_daily,airflow-dev,1,1,"'@daily'",86400.0,6,88.3,max_active_runs,main/dags/prometheus/prometheus_metrics_daily_dag.py:64
prometheus_metrics_daily,airflow-main,1,1,"'@daily'",86400.0,13,86.9,max_active_runs,main/dags/prometheus/prometheus_metrics_daily_dag.py:64
purge_kubernetes_pod_operator_xcoms,airflow-test-k8s,0,1,"",,0,11.7,,
query_clicks_daily,airflow-search,0,1,"",,27,11127.0,,
query_clicks_hourly,airflow-search,0,1,"",,709,10609.8,,
querypage_most_categories_monthly,airflow-platform-eng,1,1,"'@monthly'",2419200.0,0,595840.0,,platform_eng/dags/querypage/querypage_most_categories_monthly_dag.py:62
querypage_most_linked_templates_monthly,airflow-platform-eng,1,1,"'@monthly'",2419200.0,0,596999.6,,platform_eng/dags/querypage/querypage_most_linked_templates_monthly_dag.py:61
reference_risk_features,,1,0,"'@monthly'",2419200.0,0,,,research/dags/reference_risk_features_dag.py:86
referrer_daily,airflow-main,1,1,"'@daily'",86400.0,28,8372.3,,main/dags/referrer/referrer_daily_dag.py:57
refine_api_requests_hourly,airflow-main,1,1,"'@hourly'",3600.0,3360,3254.3,max_active_runs,main/dags/api_requests/refine_api_requests_hourly_dag.py:45
refine_to_hive_hourly,airflow-main,0,1,"",,704,2097.7,,
refine_to_hive_hourly_test,airflow-analytics-test,0,1,"",,708,3989.1,,
refine_webrequest_hourly_test_text,airflow-analytics-test,0,1,"",,713,4743.7,,
refine_webrequest_hourly_text,airflow-main,0,1,"",,711,6577.5,,
refine_webrequest_hourly_upload,airflow-main,0,1,"",,712,5950.2,,
refinery_drop_old_partitions_dry_run,airflow-test-k8s,0,1,"",,18,32.6,,
remove_old_miscellaneous_dumps,airflow-test-k8s,0,1,"",,137,810.5,,
request_internal_endpoint_via_service_mesh,airflow-test-k8s,0,1,"",,18,25.0,,
revert_risk_inference,,1,0,"'@monthly'",2419200.0,0,,,research/dags/revert_risk_inference.py:77
revert_risk_pipeline,,1,0,"None",,0,,,research/dags/revert_risk_dag.py:389
revert_risk_retraining,,1,0,"None",,0,,,research/dags/revert_risk_retraining_dag.py:403
risk_observatory,,1,0,"'@monthly'",2419200.0,0,,,research/dags/risk_observatory_dag.py:56
run_cmd_via_skein,airflow-test-k8s,0,1,"",,0,40.7,,
s3_conn_test,airflow-dev,0,1,"",,0,5.9,,
search_satisfaction_daily,airflow-search,1,1,"'@daily'",86400.0,28,6281.4,,search/dags/search_satisfaction.py:28
search_satisfaction_metrics_daily,airflow-search,0,1,"",,28,6236.2,,
section_titles_denylist,airflow-platform-eng,0,1,"",,2,123805.0,,
section_topics,airflow-platform-eng,0,1,"",,2,133652.6,,
session_length_daily,airflow-main,1,1,"'@daily'",86400.0,28,6511.6,,main/dags/session_length/session_length_daily_dag.py:35
some_dag_id,,1,0,"",,0,,,tests/wmf_airflow_common/easy_dag_test.py:24
spark_next_submit_pi_yarn_cluster_mode_via_skein,airflow-test-k8s,0,1,"",,18,53.4,,
spark_submit_pi_yarn_cluster_mode,airflow-test-k8s,0,1,"",,18,33.6,,
spark_submit_pi_yarn_cluster_mode_via_skein,airflow-test-k8s,0,1,"",,18,52.6,,
spur_anonymous_residential_daily,airflow-main,0,1,"",,28,1084.2,,
spur_dch_daily,airflow-main,0,1,"",,31,91.7,,
spur_download_and_index_anonymous_residential_codfw,airflow-platform-eng,0,1,"",,57,6986.2,,
spur_download_and_index_anonymous_residential_eqiad,airflow-platform-eng,0,1,"",,57,5581.1,,
spur_retention_cleanup_codfw,airflow-platform-eng,0,1,"",,28,220.8,,
spur_retention_cleanup_eqiad,airflow-platform-eng,0,1,"",,28,215.7,,
subgraph_and_query_metrics_init,,1,0,"'@once'",,0,,max_active_runs,search/dags/subgraph_and_query_metrics.py:73
subgraph_mapping_init,,1,0,"'@once'",,0,,,search/dags/subgraph_and_query_mapping.py:61
subgraph_mapping_weekly,airflow-search,1,1,"'0 7 * * 5'",604800.0,0,17917.9,max_active_runs,search/dags/subgraph_and_query_mapping.py:113
subgraph_metrics_weekly,airflow-search,1,1,"'0 9 * * 5'",604800.0,0,8600.8,max_active_runs,search/dags/subgraph_and_query_metrics.py:273
subgraph_query_mapping_daily,,1,0,"'@daily'",86400.0,0,,,search/dags/subgraph_and_query_mapping.py:248
subgraph_query_mapping_init,,1,0,"'@once'",,0,,,search/dags/subgraph_and_query_mapping.py:172
subgraph_query_metrics_daily,,1,0,"'@daily'",86400.0,0,,,search/dags/subgraph_and_query_metrics.py:364
sync_wikibase_commonswiki_dumps,airflow-test-k8s,0,1,"",,4,1132.7,,
sync_wikibase_wikidatawiki_dumps,airflow-test-k8s,0,1,"",,12,1081.3,,
table_maintenance_iceberg_daily,airflow-analytics-product,0,1,"",,20,773.1,,
table_maintenance_iceberg_daily,airflow-main,0,1,"",,28,10206.4,,
table_maintenance_iceberg_daily,airflow-research,0,1,"",,29,0.1,,
table_maintenance_iceberg_monthly,airflow-analytics-product,0,1,"",,0,1242.7,,
table_maintenance_iceberg_monthly,airflow-main,0,1,"",,0,1274.9,,
table_maintenance_iceberg_monthly,airflow-research,0,1,"",,0,17551.7,,
table_maintenance_iceberg_monthly,airflow-wikidata,0,1,"",,0,380.2,,
table_maintenance_iceberg_monthly,airflow-wmde,0,1,"",,0,4150.7,,
table_maintenance_iceberg_weekly,airflow-main,0,1,"",,2,24568.3,,
table_maintenance_iceberg_weekly,airflow-research,0,1,"",,3,0.1,,
test_dag,,1,0,"'@daily'",86400.0,0,,,tests/wmf_airflow_common/test_dataset.py:672
test_dbt_op_configuration,,1,0,"'@daily'",86400.0,0,,,tests/wmf_airflow_common/operators/test_dbt.py:136
test_dbt_op_script,,1,0,"'@daily'",86400.0,0,,,tests/wmf_airflow_common/operators/test_dbt.py:22
test_docker_image_fsspec,,1,0,"'@once'",,0,,,analytics_test/dags/test_docker_image_fsspec_dag.py:22
test_generic_artifact_deployment_dag,airflow-platform-eng,1,1,"'@daily'",86400.0,28,51.1,max_active_runs,platform_eng/dags/canaries/test_generic_artifact_deployment_dag.py:17
test_produced_by_config,airflow-platform-eng,1,1,"'@daily'",86400.0,27,26228.9,,platform_eng/dags/canaries/test_produced_by_config_dag.py:19
test_s3_connection,airflow-dev,0,1,"",,0,635.0,,
test_s3_connection,airflow-test-k8s,0,1,"",,500,28.0,,
test_sensor,,1,0,"",,0,,,tests/wmf_airflow_common/sensors/test_rest_helper.py:52
test_simple_skein_exec_script_updater,,1,0,"'@daily'",86400.0,0,,,tests/wmf_airflow_common/operators/test_skein.py:32
test_simple_skein_forwards_kerberos_ccache,,1,0,"'@daily'",86400.0,0,,,tests/wmf_airflow_common/operators/test_skein.py:72
test_simple_skein_keytab_path,,1,0,"'@daily'",86400.0,0,,,tests/wmf_airflow_common/operators/test_skein.py:127
test_simple_skein_no_ccache_forwarding,,1,0,"'@daily'",86400.0,0,,,tests/wmf_airflow_common/operators/test_skein.py:100
test_skein_templates_application_spec,,1,0,"'@daily'",86400.0,0,,,tests/wmf_airflow_common/operators/test_skein.py:11
tone_check_copy_base_model_dag,,1,0,"None",,0,,,ml/dags/tone_check_copy_base_model_dag.py:23
tone_check_training_dag,,1,0,"None",,0,,,ml/dags/tone_check_training_dag.py:113
top_pages,airflow-research,1,1,"'@hourly'",3600.0,606,7772.9,,research/dags/top_pages.py:55
traffic_patterns_spectral_features,airflow-research,1,1,"'@hourly'",3600.0,519,9291.0,,research/dags/traffic_patterns_dag.py:163
traffic_patterns_spectral_features_interactive,,1,0,"None",,0,,,research/dags/traffic_patterns_dag.py:185
transfer_to_es_weekly,airflow-search,1,1,"'0 0 * * 0'",604800.0,6,43579.6,depends_on_past;max_active_runs,search/dags/transfer_to_es.py:48
trust_safety_admin_request_monthly,airflow-analytics-product,1,1,"'@monthly'",2419200.0,0,110049.5,,analytics_product/dags/trust_safety_metrics/trust_safety_admin_request_monthly_dag.py:38
tsp_admin_action_daily,airflow-analytics-product,1,1,"'@monthly'",2419200.0,0,160912.8,,analytics_product/dags/trust_safety_metrics/trust_safety_admin_action_daily_dag.py:51
tsp_admin_action_monthly,airflow-analytics-product,1,1,"'@monthly'",2419200.0,0,160894.4,,analytics_product/dags/trust_safety_metrics/tsp_admin_action_monthly_dag.py:48
tsp_admin_monthly,airflow-analytics-product,1,1,"'@monthly'",2419200.0,0,160803.2,,analytics_product/dags/trust_safety_metrics/tsp_admin_monthly_dag.py:48
tsp_block_daily,airflow-analytics-product,1,1,"'@monthly'",2419200.0,0,92181.0,,analytics_product/dags/trust_safety_metrics/tsp_block_daily_dag.py:47
tsp_block_monthly,airflow-analytics-product,1,1,"'@monthly'",2419200.0,0,92210.4,,analytics_product/dags/trust_safety_metrics/tsp_block_monthly_dag.py:47
tsp_new_admin_monthly,airflow-analytics-product,1,1,"'@monthly'",2419200.0,0,92173.4,,analytics_product/dags/trust_safety_metrics/tsp_new_admin_monthly_dag.py:47
unique_devices_per_domain_daily,airflow-main,0,1,"",,28,8363.8,,
unique_devices_per_domain_monthly,airflow-main,0,1,"",,0,13222.3,,
unique_devices_per_domain_weekly,airflow-main,0,1,"",,3,10033.4,,
unique_devices_per_project_family_daily,airflow-main,0,1,"",,28,8311.1,,
unique_devices_per_project_family_monthly,airflow-main,0,1,"",,0,12518.7,,
unique_devices_per_project_family_weekly,airflow-main,0,1,"",,3,9678.7,,
unique_editors_by_country_monthly,airflow-main,1,1,"'@monthly'",2419200.0,0,164302.7,,main/dags/geoeditors/unique_editors_by_country_monthly_dag.py:27
unpatrolled_recentchanges_daily,,1,0,"'@daily'",86400.0,0,,,analytics_product/dags/moderation/unpatrolled_recentchanges_daily_dag.py:42
update_geomaps,airflow-dev,0,1,"",,2,151.2,,
upload_tracking_daily,airflow-platform-eng,0,1,"",,23,36719.1,,
upload_tracking_monthly,airflow-platform-eng,0,1,"",,0,2355.3,,
vandalism_pageviews_dag,airflow-analytics-product,1,1,"'@monthly'",2419200.0,0,170444.3,,analytics_product/dags/vandalism_pageviews/vandalism_pageviews_report_dag.py:39
virtualpageview_hourly,airflow-main,1,1,"'@hourly'",3600.0,710,6010.4,,main/dags/virtualpageview/virtualpageview_hourly_dag.py:42
wcqs_streaming_updater_reconcile_hourly,airflow-search,0,1,"",,711,3728.5,,
wd_action_api_metrics_monthly,airflow-wmde,0,1,"",,0,8784.5,,
wd_action_api_request_metadata_daily,airflow-wmde,0,1,"",,28,7940.4,,
wd_article_placeholder_metrics_daily,airflow-wmde,0,1,"",,28,8151.1,,
wd_coeditors_monthly,airflow-wmde,0,1,"",,0,160651.9,,
wd_device_type_edits_monthly,airflow-dev,0,1,"",,0,249.2,,
wd_device_type_edits_monthly,airflow-wmde,0,1,"",,1,771.9,,
wd_dump_metrics_monthly,airflow-wmde,0,1,"",,0,89.1,,
wd_dump_request_metadata_daily,airflow-wmde,0,1,"",,14,67.4,,
wd_dump_size_monthly,airflow-dev,0,1,"",,0,4.1,,
wd_dump_size_monthly,airflow-wmde,0,1,"",,0,67.4,,
wd_entity_schema_namespace_metrics_daily,airflow-wmde,0,1,"",,28,7514.2,,
wd_entity_usage_by_aspect_monthly,airflow-wmde,0,1,"",,0,208216.2,,
wd_entity_usage_by_wiki_monthly,airflow-wmde,0,1,"",,0,205359.2,,
wd_entity_usage_distinct_monthly,airflow-wmde,0,1,"",,0,207455.4,,
wd_graphql_api_metrics_monthly,airflow-wmde,0,1,"",,0,8721.0,,
wd_graphql_api_request_metadata_daily,airflow-wmde,0,1,"",,28,7904.3,,
wd_item_sitelink_segments_weekly,airflow-wmde,0,1,"",,4,269182.1,,
wd_page_viewer_metrics_monthly,airflow-wmde,0,1,"",,0,9026.0,,
wd_page_viewer_request_metadata_daily,airflow-wmde,0,1,"",,28,7855.4,,
wd_query_segments_daily,airflow-wmde,0,1,"",,28,252.4,,
wd_reliability_metrics_daily,airflow-wmde,0,1,"",,28,7847.8,,
wd_rest_api_metrics_monthly,airflow-wmde,0,1,"",,0,8716.2,,
wd_rest_api_request_metadata_daily,airflow-wmde,0,1,"",,28,7872.7,,
wd_rollback_editors_monthly,airflow-wmde,0,1,"",,0,160224.8,,
wd_special_entity_data_metrics_daily,airflow-wmde,0,1,"",,28,7826.9,,
wd_special_entity_schema_text_metrics_daily,airflow-wmde,0,1,"",,28,7648.1,,
wdqm_consistency_weekly,airflow-wmde,0,1,"",,2,9.8,,
wdqm_external_identifier_completeness_monthly,airflow-dev,0,1,"",,0,247.5,,
wdqm_reference_completeness_weekly,airflow-wmde,0,1,"",,2,10.1,,
wdqm_snapshot_wikidata_rdf_weekly,airflow-wmde,0,1,"",,3,32.2,,
wdqs_external_queries_rollup_daily,airflow-wikidata,1,1,"'@daily'",86400.0,27,6489.0,,wikidata/dags/logs_analysis/wdqs_external_queries_rollup_daily_dag.py:54
wdqs_metrics_daily,airflow-wmde,0,1,"",,28,6463.7,,
wdqs_metrics_monthly,airflow-wmde,0,1,"",,0,7509.9,,
wdqs_streaming_updater_reconcile_hourly,airflow-search,0,1,"",,397,3733.9,,
wdqs_wikidata_data_reload,airflow-dev,1,1,"'@weekly'",604800.0,7,16396.9,max_active_runs,wikidata/dags/data_reload/data_reload_dag.py:330
wdqs_wikidata_data_reload,airflow-wikidata,1,1,"'@weekly'",604800.0,1,172606.4,max_active_runs,wikidata/dags/data_reload/data_reload_dag.py:330
webrequest_actor_label_hourly,airflow-main,1,1,"'@hourly'",3600.0,702,7091.6,,main/dags/webrequest/actor/webrequest_actor_label_hourly_dag.py:42
webrequest_actor_metrics_hourly,airflow-main,1,1,"'@hourly'",3600.0,712,6805.4,,main/dags/webrequest/actor/webrequest_actor_metrics_hourly_dag.py:42
webrequest_actor_metrics_rollup_hourly,airflow-main,1,1,"'@hourly'",3600.0,704,6939.9,,main/dags/webrequest/actor/webrequest_actor_metrics_rollup_hourly_dag.py:47
webrequest_analyzer,airflow-main,1,1,"'@hourly'",3600.0,712,7520.0,,main/dags/webrequest/refine_webrequest_analyzer_hourly_dag.py:59
webrequest_blocked_requests_requestctl,airflow-dev,1,1,"'@daily'",86400.0,0,1054.2,,sre/dags/webrequest_blocked_ips.py:137
webrequest_blocked_requests_requestctl,airflow-sre,1,1,"'@daily'",86400.0,28,1573.1,,sre/dags/webrequest_blocked_ips.py:137
webrequest_metrics_daily,airflow-search,0,1,"",,28,9824.9,,
webrequest_signals,airflow-dev,1,1,"'@hourly'",3600.0,139,753.1,external_task_sensor;max_active_runs,main/dags/webrequest/webrequest_signals_dag.py:110
webrequest_signals,airflow-main,1,1,"'@hourly'",3600.0,176,445.4,external_task_sensor;max_active_runs,main/dags/webrequest/webrequest_signals_dag.py:110
webrequest_time_series,airflow-research,1,1,"'@hourly'",3600.0,688,7330.9,,research/dags/webrequest_timeseries_dag.py:87
webrequest_time_series_backfill,,1,0,"'@daily'",86400.0,0,,,research/dags/webrequest_timeseries_dag.py:145
webrequest_v2,airflow-dev,0,1,"",,50,1140.0,,
wiki_editor_activity_levels_monthly,airflow-wmde,0,1,"",,0,163193.0,,
wiki_page_cite_references_monthly,airflow-dev,1,1,"'@monthly'",2419200.0,0,284.1,max_active_runs,wmde/dags/wiki_page_cite_references/wiki_page_cite_references_monthly.py:178
wiki_page_cite_references_monthly,airflow-wmde,1,1,"'@monthly'",2419200.0,0,17188.9,max_active_runs,wmde/dags/wiki_page_cite_references/wiki_page_cite_references_monthly.py:178
wiki_page_wd_entity_usage_monthly,airflow-wmde,0,1,"",,0,208240.7,,
wikidata_and_lead_images,airflow-platform-eng,0,1,"",,2,1449.3,,
wikidata_dump_to_hive_weekly,airflow-main,1,1,"'0 0 * * 1'",604800.0,2,267914.8,,main/dags/dump_to_hive/wikidata_dump_to_hive_weekly_dag.py:36
wikidata_item_page_link_weekly,airflow-main,1,1,"'0 0 * * 1'",604800.0,2,268583.7,,main/dags/wikidata/item_page_link/wikidata_item_page_link_weekly_dag.py:73
wikipedia_content_pages_monthly,airflow-wmde,0,1,"",,0,4147.6,,
wikipedia_newcomer_ve_edit_intervals_monthly,airflow-wmde,0,1,"",,0,1798.4,,
wikipedia_newcomer_ve_reference_monthly,airflow-wmde,0,1,"",,0,7400.5,,
wikipedia_newcomer_ve_retained_reference_editors_monthly,airflow-wmde,0,1,"",,0,104138.9,,
wikipedia_preview_stats_daily,airflow-analytics-product,1,1,"'@daily'",86400.0,27,8630.4,,analytics_product/dags/wikipedia_preview/wikipedia_preview_stats_daily_dag.py:33
wikipedia_template_monthly,airflow-wmde,0,1,"",,0,236596.5,,
wit_docs_pageview_metrics_monthly,airflow-wmde,0,1,"",,0,18192.7,,
wlb_commons_video_metrics_monthly,airflow-wmde,0,1,"",,0,3673.7,,
wmcs_report_monthly,airflow-main,1,1,"'@monthly'",2419200.0,0,164859.1,,main/dags/wmcs/wmcs_report_monthly_dag.py:53
wmde_bi_yearly_data_cleanup_emails,,1,0,"props.schedule",,0,,max_active_runs,wmde/dags/maintenance/wmde_bi_yearly_data_cleanup_emails.py:24
wme_pageviews_daily,airflow-platform-eng,1,1,"'0 2 * * *'",86400.0,27,1347.0,,platform_eng/dags/wme_pageviews/wme_pageviews_daily_dag.py:55
wme_pageviews_hdfs_to_s3_poc,,1,0,"None",,0,,,platform_eng/dags/wme_pageviews/wme_pageviews_hdfs_to_s3_poc_dag.py:47
wme_pageviews_hourly,airflow-dev,1,1,"'@hourly'",3600.0,165,8521.8,,platform_eng/dags/wme_pageviews/wme_pageviews_hourly_dag.py:67
wme_pageviews_hourly,airflow-platform-eng,1,1,"'@hourly'",3600.0,464,8615.6,,platform_eng/dags/wme_pageviews/wme_pageviews_hourly_dag.py:67
wme_pageviews_monthly,airflow-platform-eng,1,1,"'0 2 1 * *'",2419200.0,1,3624.5,,platform_eng/dags/wme_pageviews/wme_pageviews_monthly_dag.py:95
wme_pageviews_weekly,airflow-platform-eng,1,1,"'0 10 * * 3'",604800.0,2,209.9,,platform_eng/dags/wme_pageviews/wme_pageviews_weekly_dag.py:54
wme_traffic_weekly,airflow-analytics-product,1,1,"'0 6 * * 1'",604800.0,4,69.2,max_active_runs,analytics_product/dags/infrastructure_metrics/wme_traffic_weekly_dag.py:39
